Calendar Year,Park Name,Cause of Death,Injury Category,Sex,Age Range,Outcome
2013,Acadia National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Acadia National Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2013,Gateway National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2013,Mojave National Preserve,Environmental,Unintentional,Male,45-54,Fatal Injury
2013,Acadia National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2013,Upper Delaware Scenic & Recreational River,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal Injury
2013,Yosemite National Park,Fall,Unintentional,Male,65+,Fatal Injury
2013,Buffalo National River,Drowning,Unintentional,Female,65+,Fatal Injury
2013,New River Gorge National River,Other,Unintentional,Male,15-24,Fatal Injury
2013,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Harpers Ferry National Historical Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2013,Yosemite National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2013,New River Gorge National River,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,45-54,Fatal Injury
2013,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Death Valley National Park,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2013,Big Thicket National Preserve,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Cape Hatteras National Seashore,Drowning,Unintentional,Male,55-64,Fatal Injury
2013,Buffalo National River,Other,Unintentional,Male,Undetermined,Fatal Injury
2013,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Yosemite National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Yosemite National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2013,Joshua Tree National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2013,Big Bend National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2013,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal Injury
2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Gulf Islands National Seashore,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Little River Canyon National Preserve,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,35-44,Fatal Injury
2013,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Olympic National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2013,Grand Teton National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal Injury
2013,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,55-64,Fatal Injury
2013,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,25-34,Fatal Injury
2013,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,15-24,Fatal Injury
2013,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,45-54,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Chickasaw National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Mount Rainier National Park,Drowning,Unintentional,Male,0-14,Fatal Injury
2013,Grand Teton National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2013,Great Falls Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Glen Canyon National Recreation Area,Undetermined,Undetermined,Male,55-64,Fatal Injury
2013,Cape Hatteras National Seashore,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Glacier National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2013,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,0-14,Fatal Injury
2013,Great Falls Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Grand Canyon National Park,Environmental,Unintentional,Female,Undetermined,Fatal Injury
2013,Lake Mead National Recreation Area,Fall,Unintentional,Male,Undetermined,Fatal Injury
2013,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Male,0-14,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal Injury
2013,Golden Gate National Recreation Area,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal Injury
2013,Glacier National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2013,Black Canyon Of The Gunnison National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2013,Channel Islands National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Great Falls Park,Drowning,Unintentional,Female,15-24,Fatal Injury
2013,Shenandoah National Park,Undetermined,Undetermined,Male,15-24,Fatal Injury
2013,Glacier National Park,Undetermined,Undetermined,Male,25-34,Fatal Injury
2013,Isle Royale National Park,Undetermined,Undetermined,Male,55-64,Fatal Injury
2013,Saint Croix Island International Historic Site,Undetermined,Undetermined,Male,15-24,Fatal Injury
2013,Yellowstone National Park,Undetermined,Undetermined,Male,15-24,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2013,Olympic National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2013,Redwood National and State Parks,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2013,Yellowstone National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Glacier National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2013,Indiana Dunes National Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2013,Big Bend National Park,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2013,Voyageurs National Park,Drowning,Unintentional,Male,0-14,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2013,Point Reyes National Seashore,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Big Bend National Park,Environmental,Unintentional,Male,15-24,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Canyonlands National Park,Undetermined,Undetermined,Male,65+,Fatal Injury
2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,15-24,Fatal Injury
2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2013,Grand Canyon National Park,Undetermined,Undetermined,Male,55-64,Fatal Injury
2013,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Undetermined,65+,Fatal Injury
2013,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,45-54,Fatal Injury
2013,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2013,George Washington Birthplace National Monument,Drowning,Unintentional,Male,0-14,Fatal Injury
2013,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal Injury
2013,George Washington Birthplace National Monument,Drowning,Unintentional,Male,0-14,Fatal Injury
2013,New River Gorge National River,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Rocky Mountain National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2013,Glen Canyon National Recreation Area,Undetermined,Undetermined,Male,45-54,Fatal Injury
2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2013,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Rocky Mountain National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2013,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Zion National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Haleakala National Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2013,Sequoia & Kings Canyon National Parks,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2013,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,55-64,Fatal Injury
2013,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,55-64,Fatal Injury
2013,Great Falls Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Grand Canyon National Park,Fall,Unintentional,Female,45-54,Fatal Injury
2013,Zion National Park,Fall,Unintentional,Female,45-54,Fatal Injury
2013,Point Reyes National Seashore,Drowning,Unintentional,Male,35-44,Fatal Injury
2013,Zion National Park,Fall,Unintentional,Female,45-54,Fatal Injury
2013,Yellowstone National Park,Other,Unintentional,Female,0-14,Fatal Injury
2013,Colorado National Monument,Fall,Unintentional,Female,Undetermined,Fatal Injury
2013,Grand Teton National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2013,Lake Mead National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal Injury
2013,Colorado National Monument,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,55-64,Fatal Injury
2013,Grand Teton National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2013,Grand Teton National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,Undetermined,Fatal Injury
2013,North Cascades National Park,Environmental,Unintentional,Undetermined,25-34,Fatal Injury
2013,Blue Ridge Parkway,Fall,Unintentional,Female,0-14,Fatal Injury
2013,Colorado National Monument,Fall,Unintentional,Male,25-34,Fatal Injury
2013,Colorado National Monument,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2013,Craters Of The Moon National Monument & Preserve,Environmental,Unintentional,Female,55-64,Fatal Injury
2013,Craters Of The Moon National Monument & Preserve,Environmental,Unintentional,Female,65+,Fatal Injury
2013,Crater Lake National Park,Environmental,Unintentional,Female,65+,Fatal Injury
2013,Crater Lake National Park,Environmental,Unintentional,Female,55-64,Fatal Injury
2013,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Female,45-54,Fatal Injury
2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2013,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2013,Grand Canyon National Park,Undetermined,Undetermined,Female,65+,Fatal Injury
2013,Mount Rainier National Park,Fall,Unintentional,Male,65+,Fatal Injury
2013,Chattahoochee River National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2013,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2013,National Mall & Memorial Parks,Other,Unintentional,Male,Undetermined,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2013,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2013,Rocky Mountain National Park,Poisoning,Unintentional,Male,45-54,Fatal Injury
2013,Cape Cod National Seashore,Drowning,Unintentional,Female,45-54,Fatal Injury
2013,Golden Gate National Recreation Area,Poisoning,Unintentional,Female,25-34,Fatal Injury
2013,Pictured Rocks National Lakeshore,Fall,Unintentional,Male,15-24,Fatal Injury
2013,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Female,65+,Fatal Injury
2013,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2013,New River Gorge National River,Drowning,Unintentional,Male,35-44,Fatal Injury
2013,Baltimore-Washington Parkway,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Chattahoochee River National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal Injury
2013,Blue Ridge Parkway,Undetermined,Undetermined,Male,65+,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2013,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2013,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Male,65+,Fatal Injury
2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2013,Anacostia Park,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Golden Gate National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2014,Rocky Mountain National Park,Medical Death,Medical,Male,65+,Fatal injury
2014,Grand Canyon National Park,Medical Death,Medical,Male,55-64,Fatal injury
2014,Fort Foote Park,Drowning,Unintentional,Female,45-54,Fatal injury
2014,Death Valley National Park,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal injury
2014,Point Reyes National Seashore,Drowning,Unintentional,Male,65+,Fatal injury
2014,Grand Canyon National Park,Fall,Unintentional,Male,35-44,Fatal injury
2014,Big Cypress National Preserve,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,55-64,Fatal injury
2014,Grand Canyon National Park,Medical Death,Medical,Male,65+,Fatal injury
2014,Grand Canyon National Park,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal injury
2014,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,65+,Fatal injury
2014,Grand Canyon National Park,Medical Death,Medical,Male,55-64,Fatal injury
2014,Zion National Park,Fall,Unintentional,Female,25-34,Fatal injury
2014,Presidio of San Francisco,Medical Death,Medical,Male,65+,Fatal injury
2014,Lake Mead National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2014,Lake Mead National Recreation Area,Medical Death,Medical,Female,25-34,Fatal injury
2014,Great Smoky Mountains National Park,Medical Death,Medical,Female,65+,Fatal injury
2014,Lake Mead National Recreation Area,Medical Death,Medical,Female,55-64,Fatal injury
2014,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal injury
2014,Point Reyes National Seashore,Medical Death,Medical,Male,45-54,Fatal injury
2014,Yosemite National Park,Environmental,Unintentional,Male,35-44,Fatal injury
2014,Chattahoochee River National Recreation Area,Medical Death,Medical,Male,55-64,Fatal injury
2014,Chesapeake & Ohio Canal National Historical Park,Medical Death,Medical,Male,55-64,Fatal injury
2014,Grand Canyon National Park,Medical Death,Medical,Male,55-64,Fatal injury
2014,National Mall & Memorial Parks,Medical Death,Medical,Male,65+,Fatal injury
2014,Grand Canyon National Park,Fall,Unintentional,Male,45-54,Fatal injury
2014,Glen Canyon National Recreation Area,Medical Death,Medical,Male,65+,Fatal injury
2014,Yosemite National Park,Other,Unintentional,Female,15-24,Fatal injury
2014,Grand Canyon National Park,Drowning,Unintentional,Male,25-34,Fatal injury
2014,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,0-14,Fatal injury
2014,Assateague Island National Seashore,Other,Unintentional,Male,15-24,Fatal injury
2014,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal injury
2014,Zion National Park,Fall,Unintentional,Male,35-44,Fatal injury
